Hydstra code,Long name,Name,Analysis method (Short name),Unit short name
4715,Cadmium dissolved,409_00_00_00_14,446,WISKI_NGL
48101,Cadmium dissolved,409_00_00_00_14,1161,MGL
48102,Cadmium dissolved,409_00_00_00_14,1183,MGL
48103,Cadmium dissolved,409_00_00_00_14,481,MGL
48109,Cadmium dissolved,409_00_00_00_14,1502,MGL
48111,Cadmium dissolved,409_00_00_00_14,1516,UT
97969,Cadmium dissolved,409_00_00_00_14,1920,UT
100178,Cadmium dissolved,409_00_00_00_14,2632,MGL
103054,Cadmium dissolved,409_00_00_00_14,2917,MGL
103682,Cadmium dissolved,409_00_00_00_14,3007,UT
100799,Cadmium dissolved,409_00_00_00_14,2725u1,MGL
100465,Cadmium dissolved,409_00_00_00_14,2816,UT
100198,Cadmium dissolved,409_00_00_00_14,2633,MGL
100208,Strontium dissolved,819_00_00_00_14,2633,MGL
100781,Strontium dissolved,819_00_00_00_14,2725u1,MGL
103700,Strontium dissolved,819_00_00_00_14,3007,UT
103073,Strontium dissolved,819_00_00_00_14,2917,MGL
100188,Strontium dissolved,819_00_00_00_14,2632,MGL
97989,Strontium dissolved,819_00_00_00_14,1920,UT
38101,Strontium dissolved,819_00_00_00_14,479,MGL
38109,Strontium dissolved,819_00_00_00_14,1502,MGL
38111,Strontium dissolved,819_00_00_00_14,1516,UT
58691,Strontium dissolved,819_00_00_00_14,4253,MGL
4725,Strontium dissolved,819_00_00_00_14,391,UT
6229,Strontium dissolved,819_00_00_00_14,3744,UT
1022,Strontium dissolved,819_00_00_00_14,3017,UT
1188,Strontium dissolved,819_00_00_00_14,10320,MGL
374,Strontium dissolved,819_00_00_00_14,2577,MGL
1214,Strontium dissolved,819_00_00_00_14,10347,UT
13815,Strontium dissolved,819_00_00_00_14,4399,MGL
110890,Strontium dissolved,819_00_00_00_14,2725u2,UT
109364,Strontium dissolved,819_00_00_00_14,3641,UT
108748,Strontium dissolved,819_00_00_00_14,3584,UT
107968,Strontium dissolved,819_00_00_00_14,3529,UT
108167,Strontium dissolved,819_00_00_00_14,3553,MGL
108170,Titanium dissolved,856_00_00_00_14,3553,MGL
107969,Titanium dissolved,856_00_00_00_14,3529,UT
108750,Titanium dissolved,856_00_00_00_14,3584,UT
109367,Titanium dissolved,856_00_00_00_14,3641,UT
110889,Titanium dissolved,856_00_00_00_14,2725u2,UT
13821,Titanium dissolved,856_00_00_00_14,4399,MGL
375,Titanium dissolved,856_00_00_00_14,2577,MGL
1186,Titanium dissolved,856_00_00_00_14,10320,MGL
6232,Titanium dissolved,856_00_00_00_14,3744,UT
103074,Titanium dissolved,856_00_00_00_14,2917,MGL
100798,Titanium dissolved,856_00_00_00_14,2725u1,MGL
100879,Titanium dissolved,856_00_00_00_14,2728,UT
1099,Nitrogen nitrite_as N,612_01_00_00_46,10168,MGL
444,Nitrogen nitrite_as N,612_01_00_00_46,617,MGL
1970,Nitrogen nitrite_as N,612_01_00_00_46,1891,MGL
1531,Acenaphthene,292_00_00_01_02,4208,WISKI_NGG
468,Acenaphthene,292_00_00_01_02,200,MIGG
6621,Acenaphthene,292_00_00_01_02,674,WISKI_NGG
7723,Acenaphthene,292_00_00_01_02,693,MIGG
101303,Acenaphthene,292_00_00_01_02,2782,MIGG
102270,Acenaphthene,292_00_00_01_02,2869,WISKI_NGG
96556,Acenaphthene,292_00_00_01_02,2065,WISKI_NGG
48859,Acenaphthene,292_00_00_01_02,3222,WISKI_NGG
18954,Acenaphthene,292_00_00_01_02,918n2,MIGG
18950,Acenaphthene,292_00_00_01_02,918n1,MIGG
15461,Acenaphthene,292_00_00_01_02,4447,WISKI_NGG
59852,Acenaphthene,292_00_00_01_02,4261,UGKG
108545,Acenaphthene,292_00_00_01_02,4204,WISKI_NGG
59854,Anthracene,1270_00_00_01_02,4261,UGKG
28014,Anthracene,1270_00_00_01_02,3222,WISKI_NGG
472,Anthracene,1270_00_00_01_02,200,MIGG
474,Benzo(a)anthracene,219_00_00_01_02,200,MIGG
1554,Benzo(a)anthracene,219_00_00_01_02,4208,WISKI_NGG
7726,Benzo(a)anthracene,219_00_00_01_02,693,MIGG
6624,Benzo(a)anthracene,219_00_00_01_02,674,WISKI_NGG
48858,Benzo(a)anthracene,219_00_00_01_02,3222,WISKI_NGG
96512,Benzo(a)anthracene,219_00_00_01_02,2045,WISKI_NGG
102276,Benzo(a)anthracene,219_00_00_01_02,2869,WISKI_NGG
101311,Benzo(a)anthracene,219_00_00_01_02,2782,MIGG
102541,Benzo(a)anthracene,219_00_00_01_02,2880,WISKI_NGG
15460,Benzo(a)anthracene,219_00_00_01_02,4447,WISKI_NGG
108556,Benzo(a)anthracene,219_00_00_01_02,4204,WISKI_NGG
59855,Benzo(a)anthracene,219_00_00_01_02,4261,UGKG
108569,Benzo(a)pyrene,204_00_00_01_02,4204,WISKI_NGG
15458,Benzo(a)pyrene,204_00_00_01_02,4447,WISKI_NGG
102542,Benzo(a)pyrene,204_00_00_01_02,2880,WISKI_NGG
101316,Benzo(a)pyrene,204_00_00_01_02,2782,MIGG
102281,Benzo(a)pyrene,204_00_00_01_02,2869,WISKI_NGG
96518,Benzo(a)pyrene,204_00_00_01_02,2045,WISKI_NGG
96563,Benzo(a)pyrene,204_00_00_01_02,2065,WISKI_NGG
48856,Benzo(a)pyrene,204_00_00_01_02,3222,WISKI_NGG
6630,Benzo(a)pyrene,204_00_00_01_02,674,WISKI_NGG
7727,Benzo(a)pyrene,204_00_00_01_02,693,MIGG
1559,Benzo(a)pyrene,204_00_00_01_02,4208,WISKI_NGG
59856,Benzo(a)pyrene,204_00_00_01_02,4261,UGKG
476,Benzo(a)pyrene,204_00_00_01_02,200,MIGG
478,Benzo(b)fluoranthene,145_00_00_01_02,200,MIGG
59857,Benzo(b)fluoranthene,145_00_00_01_02,4261,UGKG
2673,Benzo(b)fluoranthene,145_00_00_01_02,2045n1,WISKI_NGG
1556,Benzo(b)fluoranthene,145_00_00_01_02,4208,WISKI_NGG
7728,Benzo(b)fluoranthene,145_00_00_01_02,693,MIGG
6625,Benzo(b)fluoranthene,145_00_00_01_02,674,WISKI_NGG
48852,Benzo(b)fluoranthene,145_00_00_01_02,3222,WISKI_NGG
96561,Benzo(b)fluoranthene,145_00_00_01_02,2065,WISKI_NGG
96516,Benzo(b)fluoranthene,145_00_00_01_02,2045n2,WISKI_NGG
102278,Benzo(b)fluoranthene,145_00_00_01_02,2869,WISKI_NGG
101313,Benzo(b)fluoranthene,145_00_00_01_02,2782,MIGG
15454,Benzo(b)fluoranthene,145_00_00_01_02,4447,WISKI_NGG
108564,Benzo(b)fluoranthene,145_00_00_01_02,4204,WISKI_NGG
108568,Benzo(e)pyrene,137_00_00_01_02,4204,WISKI_NGG
15469,Benzo(e)pyrene,137_00_00_01_02,4447,WISKI_NGG
102280,Benzo(e)pyrene,137_00_00_01_02,2869,WISKI_NGG
48848,Benzo(e)pyrene,137_00_00_01_02,3222,WISKI_NGG
6631,Benzo(e)pyrene,137_00_00_01_02,674,WISKI_NGG
7729,Benzo(e)pyrene,137_00_00_01_02,693,MIGG
1558,Benzo(e)pyrene,137_00_00_01_02,4208,WISKI_NGG
480,Benzo(e)pyrene,137_00_00_01_02,200,MIGG
484,Benzo(k)fluoranthene,147_00_00_01_02,200,MIGG
6627,Benzo(k)fluoranthene,147_00_00_01_02,674,WISKI_NGG
48854,Benzo(k)fluoranthene,147_00_00_01_02,3222,WISKI_NGG
102279,Benzo(k)fluoranthene,147_00_00_01_02,2869,WISKI_NGG
101314,Benzo(k)fluoranthene,147_00_00_01_02,2782,MIGG
96517,Benzo(k)fluoranthene,147_00_00_01_02,2045,WISKI_NGG
96562,Benzo(k)fluoranthene,147_00_00_01_02,2065,WISKI_NGG
59859,Benzo(k)fluoranthene,147_00_00_01_02,4261,UGKG
108566,Benzo(k)fluoranthene,147_00_00_01_02,4204,WISKI_NGG
108557,Benzo(a)phenanthrene OR chrysene,155_00_00_01_02,4204,WISKI_NGG
15457,Benzo(a)phenanthrene OR chrysene,155_00_00_01_02,4447,WISKI_NGG
59966,Benzo(a)phenanthrene OR chrysene,155_00_00_01_02,4261,UGKG
96513,Benzo(a)phenanthrene OR chrysene,155_00_00_01_02,2045,WISKI_NGG
101312,Benzo(a)phenanthrene OR chrysene,155_00_00_01_02,2782,MIGG
100406,Benzo(a)phenanthrene OR chrysene,155_00_00_01_02,991,MIGG
102277,Benzo(a)phenanthrene OR chrysene,155_00_00_01_02,2869,WISKI_NGG
102556,Benzo(a)phenanthrene OR chrysene,155_00_00_01_02,2880,WISKI_NGG
49377,Benzo(a)phenanthrene OR chrysene,155_00_00_01_02,3222,WISKI_NGG
6632,Benzo(a)phenanthrene OR chrysene,155_00_00_01_02,674,WISKI_NGG
7732,Benzo(a)phenanthrene OR chrysene,155_00_00_01_02,693,MIGG
486,Benzo(a)phenanthrene OR chrysene,155_00_00_01_02,200,MIGG
1555,Benzo(a)phenanthrene OR chrysene,155_00_00_01_02,4208,WISKI_NGG
2671,Benzo(a)phenanthrene OR chrysene,155_00_00_01_02,1947,WISKI_NGG
1543,Fluoranthene,146_00_00_01_02,4208,WISKI_NGG
490,Fluoranthene,146_00_00_01_02,200,MIGG
7734,Fluoranthene,146_00_00_01_02,693,MIGG
6635,Fluoranthene,146_00_00_01_02,674,WISKI_NGG
48853,Fluoranthene,146_00_00_01_02,3222,WISKI_NGG
18958,Fluoranthene,146_00_00_01_02,918,MIGG
102539,Fluoranthene,146_00_00_01_02,2880,WISKI_NGG
102274,Fluoranthene,146_00_00_01_02,2869,WISKI_NGG
101309,Fluoranthene,146_00_00_01_02,2782,MIGG
96510,Fluoranthene,146_00_00_01_02,2045,WISKI_NGG
96560,Fluoranthene,146_00_00_01_02,2065,WISKI_NGG
15455,Fluoranthene,146_00_00_01_02,4447,WISKI_NGG
59861,Fluoranthene,146_00_00_01_02,4261,UGKG
108551,Fluoranthene,146_00_00_01_02,4204,WISKI_NGG
108570,Perylene,141_00_00_01_02,4204,WISKI_NGG
15507,Perylene,141_00_00_01_02,4447,WISKI_NGG
102282,Perylene,141_00_00_01_02,2869,WISKI_NGG
48850,Perylene,141_00_00_01_02,3222,WISKI_NGG
6661,Perylene,141_00_00_01_02,674,WISKI_NGG
7738,Perylene,141_00_00_01_02,693,MIGG
498,Perylene,141_00_00_01_02,200,MIGG
1560,Perylene,141_00_00_01_02,4208,WISKI_NGG
1544,Pyrene,1272_00_00_01_02,4208,WISKI_NGG
59866,Pyrene,1272_00_00_01_02,4261,UGKG
502,Pyrene,1272_00_00_01_02,200,MIGG
7740,Pyrene,1272_00_00_01_02,693,MIGG
6641,Pyrene,1272_00_00_01_02,674,WISKI_NGG
48882,Pyrene,1272_00_00_01_02,3222,WISKI_NGG
18916,Pyrene,1272_00_00_01_02,1007,MIGG
102275,Pyrene,1272_00_00_01_02,2869,WISKI_NGG
101310,Pyrene,1272_00_00_01_02,2782,MIGG
102540,Pyrene,1272_00_00_01_02,2880,WISKI_NGG
96559,Pyrene,1272_00_00_01_02,2065,WISKI_NGG
96511,Pyrene,1272_00_00_01_02,2045,WISKI_NGG
15448,Pyrene,1272_00_00_01_02,4447,WISKI_NGG
108552,Pyrene,1272_00_00_01_02,4204,WISKI_NGG
15478,Naphthalenes-C1,1429_00_00_01_02,4447,WISKI_NGG
7747,Naphthalenes-C1,1429_00_00_01_02,693,MIGG
504,Naphthalenes-C1,1429_00_00_01_02,202,MIGG
1520,Naphthalenes-C1,1429_00_00_01_02,4208,WISKI_NGG
505,Phenanthrenes/anthracenes-C1,10054_00_00_01_02,202,MIGG
506,Dibenzothiophenes-C1,4400_00_00_01_02,202,MIGG
1571,Dibenzothiophenes-C1,4400_00_00_01_02,4208,WISKI_NGG
7745,Dibenzothiophenes-C1,4400_00_00_01_02,693,MIGG
7746,Fluoranthenes/pyrenes-C1,4401_00_00_01_02,693,MIGG
1577,Fluoranthenes/pyrenes-C1,4401_00_00_01_02,4208,WISKI_NGG
507,Fluoranthenes/pyrenes-C1,4401_00_00_01_02,202,MIGG
15476,Fluoranthenes/pyrenes-C1,4401_00_00_01_02,4447,WISKI_NGG
15474,Benz[a]anthracenes/chrysenes-C1,3637_00_00_01_02,4447,WISKI_NGG
508,Benz[a]anthracenes/chrysenes-C1,3637_00_00_01_02,202,MIGG
1582,Benz[a]anthracenes/chrysenes-C1,3637_00_00_01_02,4208,WISKI_NGG
7742,Benz[a]anthracenes/chrysenes-C1,3637_00_00_01_02,693,MIGG
7741,Acenaphthenes-C1,3639_00_00_01_02,693,MIGG
509,Acenaphthenes-C1,3639_00_00_01_02,202,MIGG
510,Biphenyls-C1,3640_00_00_01_02,202,MIGG
7744,Biphenyls-C1,3640_00_00_01_02,693,MIGG
511,Benzo(a)pyrenes/perylenes-C1,4525_00_00_01_02,202,MIGG
512,Naphthalenes-C2,4048_00_00_01_02,202,MIGG
1522,Naphthalenes-C2,4048_00_00_01_02,4208,WISKI_NGG
7754,Naphthalenes-C2,4048_00_00_01_02,693,MIGG
15487,Naphthalenes-C2,4048_00_00_01_02,4447,WISKI_NGG
15488,Naphthalenes-C3,4049_00_00_01_02,4447,WISKI_NGG
7760,Naphthalenes-C3,4049_00_00_01_02,693,MIGG
1526,Naphthalenes-C3,4049_00_00_01_02,4208,WISKI_NGG
513,Naphthalenes-C3,4049_00_00_01_02,202,MIGG
514,Naphthalenes-C4,1430_00_00_01_02,202,MIGG
1528,Naphthalenes-C4,1430_00_00_01_02,4208,WISKI_NGG
7765,Naphthalenes-C4,1430_00_00_01_02,693,MIGG
15499,Naphthalenes-C4,1430_00_00_01_02,4447,WISKI_NGG
7770,Naphthalenes-C5,4526_00_00_01_02,693,MIGG
515,Naphthalenes-C5,4526_00_00_01_02,202,MIGG
516,Phenanthrenes/anthracenes-C2,4055_00_00_01_02,202,MIGG
1549,Phenanthrenes/anthracenes-C2,4055_00_00_01_02,4208,WISKI_NGG
7755,Phenanthrenes/anthracenes-C2,4055_00_00_01_02,693,MIGG
517,Phenanthrenes/anthracenes-C3,10049_00_00_01_02,202,MIGG
518,Phenanthrenes/anthracenes-C4,10047_00_00_01_02,202,MIGG
519,Phenanthrenes/anthracenes-C5,4527_00_00_01_02,202,MIGG
520,Dibenzothiophenes-C2,4053_00_00_01_02,202,MIGG
1573,Dibenzothiophenes-C2,4053_00_00_01_02,4208,WISKI_NGG
7752,Dibenzothiophenes-C2,4053_00_00_01_02,693,MIGG
15484,Dibenzothiophenes-C2,4053_00_00_01_02,4447,WISKI_NGG
15490,Dibenzothiophenes-C3,4054_00_00_01_02,4447,WISKI_NGG
7758,Dibenzothiophenes-C3,4054_00_00_01_02,693,MIGG
1575,Dibenzothiophenes-C3,4054_00_00_01_02,4208,WISKI_NGG
521,Dibenzothiophenes-C3,4054_00_00_01_02,202,MIGG
522,Fluoranthenes/pyrenes-C2,4405_00_00_01_02,202,MIGG
1579,Fluoranthenes/pyrenes-C2,4405_00_00_01_02,4208,WISKI_NGG
7753,Fluoranthenes/pyrenes-C2,4405_00_00_01_02,693,MIGG
15485,Fluoranthenes/pyrenes-C2,4405_00_00_01_02,4447,WISKI_NGG
15491,Fluoranthenes/pyrenes-C3,4408_00_00_01_02,4447,WISKI_NGG
7759,Fluoranthenes/pyrenes-C3,4408_00_00_01_02,693,MIGG
1580,Fluoranthenes/pyrenes-C3,4408_00_00_01_02,4208,WISKI_NGG
523,Fluoranthenes/pyrenes-C3,4408_00_00_01_02,202,MIGG
524,Fluoranthenes/pyrenes-C4,4410_00_00_01_02,202,MIGG
1581,Fluoranthenes/pyrenes-C4,4410_00_00_01_02,4208,WISKI_NGG
7764,Fluoranthenes/pyrenes-C4,4410_00_00_01_02,693,MIGG
15497,Fluoranthenes/pyrenes-C4,4410_00_00_01_02,4447,WISKI_NGG
525,Fluoranthenes/pyrenes-C5,4528_00_00_01_02,202,MIGG
526,Benz(a)anthracenes/chrysenes-C2,4529_00_00_01_02,202,MIGG
15483,Benz(a)anthracenes/chrysenes-C2,4529_00_00_01_02,4447,WISKI_NGG
15489,benz(a)anthracenes/chrysenes-C3,3635_00_00_01_02,4447,WISKI_NGG
527,benz(a)anthracenes/chrysenes-C3,3635_00_00_01_02,202,MIGG
1587,benz(a)anthracenes/chrysenes-C3,3635_00_00_01_02,4208,WISKI_NGG
7756,benz(a)anthracenes/chrysenes-C3,3635_00_00_01_02,693,MIGG
7762,benz(a)anthracenes/chrysenes-C4,3636_00_00_01_02,693,MIGG
1588,benz(a)anthracenes/chrysenes-C4,3636_00_00_01_02,4208,WISKI_NGG
528,benz(a)anthracenes/chrysenes-C4,3636_00_00_01_02,202,MIGG
15495,benz(a)anthracenes/chrysenes-C4,3636_00_00_01_02,4447,WISKI_NGG
529,Benz(a)anthracenes/chrysenes-C5,4530_00_00_01_02,202,MIGG
530,Benzo(a)pyrenes/perylenes-C2,4531_00_00_01_02,202,MIGG
531,Benzo(a)pyrenes/perylenes-C3,4532_00_00_01_02,202,MIGG
532,Benzo(a)pyrenes/perylenes-C4,4533_00_00_01_02,202,MIGG
533,Benzo(a)pyrenes/perylenes-C5,4534_00_00_01_02,202,MIGG
534,Biphenyls-C2,4050_00_00_01_02,202,MIGG
7751,Biphenyls-C2,4050_00_00_01_02,693,MIGG
535,Naphthenic acid C12H18O2,1335_00_00_00_14,209,WISKI_NGL
536,Naphthenic acid C12H20O2,1336_00_00_00_14,209,WISKI_NGL
537,Naphthenic acid C12H22O2,1337_00_00_00_14,209,WISKI_NGL
538,Naphthenic acid C12H24O2,1338_00_00_00_14,209,WISKI_NGL
539,Naphthenic acid C13H20O2,1339_00_00_00_14,209,WISKI_NGL
540,Naphthenic acid C13H22O2,1340_00_00_00_14,209,WISKI_NGL
541,Naphthenic acid C13H24O2,1341_00_00_00_14,209,WISKI_NGL
542,Naphthenic acid C13H26O2,1342_00_00_00_14,209,WISKI_NGL
543,Naphthenic acid C14H20O2,1343_00_00_00_14,209,WISKI_NGL
544,Naphthenic acid C14H22O2,1344_00_00_00_14,209,WISKI_NGL
545,Naphthenic acid C14H24O2,1345_00_00_00_14,209,WISKI_NGL
546,Naphthenic acid C14H26O2,1346_00_00_00_14,209,WISKI_NGL
547,Naphthenic acid C14H28O2,1347_00_00_00_14,209,WISKI_NGL
548,Naphthenic acid C15H18O2,1348_00_00_00_14,209,WISKI_NGL
549,Naphthenic acid C15H20O2,1349_00_00_00_14,209,WISKI_NGL
550,Naphthenic acid C15H22O2,1350_00_00_00_14,209,WISKI_NGL
551,Naphthenic acid C15H24O2,1351_00_00_00_14,209,WISKI_NGL
552,Naphthenic acid C15H26O2,1352_00_00_00_14,209,WISKI_NGL
553,Naphthenic acid C15H28O2,1353_00_00_00_14,209,WISKI_NGL
554,Naphthenic acid C15H30O2,1354_00_00_00_14,209,WISKI_NGL
555,Naphthenic acid C16H20O2,1355_00_00_00_14,209,WISKI_NGL
556,Naphthenic acid C16H22O2,1356_00_00_00_14,209,WISKI_NGL
557,Naphthenic acid C16H24O2,1357_00_00_00_14,209,WISKI_NGL
558,Naphthenic acid C16H26O2,1358_00_00_00_14,209,WISKI_NGL
559,Naphthenic acid C16H28O2,1359_00_00_00_14,209,WISKI_NGL
560,Naphthenic acid C16H30O2,1360_00_00_00_14,209,WISKI_NGL
561,Naphthenic acid C16H32O2,1361_00_00_00_14,209,WISKI_NGL
562,Naphthenic acid C17H22O2,1362_00_00_00_14,209,WISKI_NGL
563,Naphthenic acid C17H24O2,1363_00_00_00_14,209,WISKI_NGL
564,Naphthenic acid C17H26O2,1364_00_00_00_14,209,WISKI_NGL
565,Naphthenic acid C17H28O2,1365_00_00_00_14,209,WISKI_NGL
566,Naphthenic acid C17H30O2,1366_00_00_00_14,209,WISKI_NGL
567,Naphthenic acid C17H32O2,1367_00_00_00_14,209,WISKI_NGL
568,Naphthenic acid C17H34O2,1368_00_00_00_14,209,WISKI_NGL
569,Naphthenic acid C18H24O2,1369_00_00_00_14,209,WISKI_NGL
570,Naphthenic acid C18H26O2,1370_00_00_00_14,209,WISKI_NGL
571,Naphthenic acid C18H28O2,1371_00_00_00_14,209,WISKI_NGL
572,Naphthenic acid C18H30O2,1372_00_00_00_14,209,WISKI_NGL
573,Naphthenic acid C18H32O2,1373_00_00_00_14,209,WISKI_NGL
574,Naphthenic acid C18H34O2,1374_00_00_00_14,209,WISKI_NGL
575,Naphthenic acid C18H36O2,1375_00_00_00_14,209,WISKI_NGL
576,Naphthenic acid C19H26O2,1376_00_00_00_14,209,WISKI_NGL
577,Naphthenic acid C19H28O2,1377_00_00_00_14,209,WISKI_NGL
578,Naphthenic acid C19H30O2,1378_00_00_00_14,209,WISKI_NGL
579,Naphthenic acid C19H32O2,1379_00_00_00_14,209,WISKI_NGL
580,Naphthenic acid C19H34O2,1380_00_00_00_14,209,WISKI_NGL
581,Naphthenic acid C19H36O2,1381_00_00_00_14,209,WISKI_NGL
582,Naphthenic acid C19H38O2,1382_00_00_00_14,209,WISKI_NGL
583,Naphthenic acid C20H28O2,1383_00_00_00_14,209,WISKI_NGL
584,Naphthenic acid C20H30O2,1384_00_00_00_14,209,WISKI_NGL
585,Naphthenic acid C20H32O2,1385_00_00_00_14,209,WISKI_NGL
586,Naphthenic acid C20H34O2,1386_00_00_00_14,209,WISKI_NGL
587,Naphthenic acid C20H36O2,1387_00_00_00_14,209,WISKI_NGL
588,Naphthenic acid C20H38O2,1388_00_00_00_14,209,WISKI_NGL
589,Naphthenic acid C21H30O2,1389_00_00_00_14,209,WISKI_NGL
590,Naphthenic acid C21H32O2,1390_00_00_00_14,209,WISKI_NGL
591,Naphthenic acid C21H34O2,1391_00_00_00_14,209,WISKI_NGL
592,Naphthenic acid C21H36O2,1392_00_00_00_14,209,WISKI_NGL
593,Naphthenic acid C21H38O2,1393_00_00_00_14,209,WISKI_NGL
615,"Dichlorprop (2,4-DP)",94_00_00_00_14,3408,WISKI_NGL
96943,"Dichlorprop (2,4-DP)",94_00_00_00_14,2343,WISKI_NGL
100669,"Dichlorprop (2,4-DP)",94_00_00_00_14,2721,UT
18555,"Dichlorprop (2,4-DP)",94_00_00_00_14,786,UT
18516,"Dichlorprop (2,4-DP)",94_00_00_00_14,928,UT
616,Dinoseb,310_00_00_00_14,3408,WISKI_NGL
4814,Dinoseb,310_00_00_00_14,287,WISKI_NGL
5482,Dinoseb,310_00_00_00_14,3216,WISKI_NGL
617,"2,4-D OR 2,4-dichlorophenoxyacetic acid-13C",1394_00_00_00_01,3408,PERC
618,"2,4,5-T OR 2,4,5-trichlorophenoxyacitic acid-13C",1395_00_00_00_01,3408,PERC
619,2-methylnaphthalene-D10,1424_00_00_00_01,4081,PERC
620,"1,2-dimethylnaphthalene (1,2-DiMeNaph)",2627_00_00_00_14,4081,WISKI_NGL
621,p-naphthalene,93_00_00_00_14,4081,WISKI_NGL
7424,p-naphthalene,93_00_00_00_14,692,WISKI_NGML
49034,p-naphthalene,93_00_00_00_14,3226n1,WISKI_PGL
102133,p-naphthalene,93_00_00_00_14,2863,WISKI_NGL
102600,p-naphthalene,93_00_00_00_14,2883,WISKI_NGL
102501,p-naphthalene,93_00_00_00_14,2879,WISKI_NGL
106696,p-naphthalene,93_00_00_00_14,3401,WISKI_NGL
99261,p-naphthalene,93_00_00_00_14,1947,WISKI_NGL
96144,p-naphthalene,93_00_00_00_14,2345,WISKI_NGL
111273,p-naphthalene,93_00_00_00_14,4102,WISKI_NGL
490182,p-naphthalene,93_00_00_00_14,3226n2,WISKI_PGL
111145,p-naphthalene,93_00_00_00_14,4100,UT
101566,p-naphthalene,93_00_00_00_14,1981,UT
111133,Dibenzothiophene (DBT),2626_00_00_00_14,4100,UT
111284,Dibenzothiophene (DBT),2626_00_00_00_14,4102,WISKI_NGL
106031,Dibenzothiophene (DBT),2626_00_00_00_14,2863,WISKI_NGL
622,Dibenzothiophene (DBT),2626_00_00_00_14,4081,WISKI_NGL
623,Phenanthrenes/anthracenes-C1,1431_00_00_00_14,4081,WISKI_NGL
7447,Phenanthrenes/anthracenes-C1,1431_00_00_00_14,692,WISKI_NGML
7439,Pyrene,1272_00_00_00_14,692,WISKI_NGML
8043,Pyrene,1272_00_00_00_14,710,WISKI_NGL
624,Pyrene,1272_00_00_00_14,4081,WISKI_NGL
1343,Pyrene,1272_00_00_00_14,3669,WISKI_NGL
106698,Pyrene,1272_00_00_00_14,3401,WISKI_NGL
102489,Pyrene,1272_00_00_00_14,2879,WISKI_NGL
102588,Pyrene,1272_00_00_00_14,2883,WISKI_NGL
102135,Pyrene,1272_00_00_00_14,2863,WISKI_NGL
96202,Pyrene,1272_00_00_00_14,1947,WISKI_NGL
96219,Pyrene,1272_00_00_00_14,1981,WISKI_NGL
49035,Pyrene,1272_00_00_00_14,3226n1,WISKI_PGL
18906,Pyrene,1272_00_00_00_14,982,UT
111275,Pyrene,1272_00_00_00_14,4102,WISKI_NGL
490183,Pyrene,1272_00_00_00_14,3226n2,WISKI_PGL
111151,Pyrene,1272_00_00_00_14,4100,UT
626,Phenanthrenes/anthracenes-C4,1433_00_00_00_14,4081,WISKI_NGL
7465,Phenanthrenes/anthracenes-C4,1433_00_00_00_14,692,WISKI_NGML
7431,Benzo(a)phenanthrene OR chrysene,155_00_00_00_14,692,WISKI_NGML
8058,Benzo(a)phenanthrene OR chrysene,155_00_00_00_14,710,WISKI_NGL
627,Benzo(a)phenanthrene OR chrysene,155_00_00_00_14,4081,WISKI_NGL
101564,Benzo(a)phenanthrene OR chrysene,155_00_00_00_14,1981,UT
1344,Benzo(a)phenanthrene OR chrysene,155_00_00_00_14,3669,WISKI_NGL
2670,Benzo(a)phenanthrene OR chrysene,155_00_00_00_14,1947n1,WISKI_NGL
18923,Benzo(a)phenanthrene OR chrysene,155_00_00_00_14,982,UT
49075,Benzo(a)phenanthrene OR chrysene,155_00_00_00_14,3226n1,WISKI_PGL
96204,Benzo(a)phenanthrene OR chrysene,155_00_00_00_14,1947n2,WISKI_NGL
102137,Benzo(a)phenanthrene OR chrysene,155_00_00_00_14,2863,WISKI_NGL
102506,Benzo(a)phenanthrene OR chrysene,155_00_00_00_14,2879,WISKI_NGL
106700,Benzo(a)phenanthrene OR chrysene,155_00_00_00_14,3401,WISKI_NGL
111153,Benzo(a)phenanthrene OR chrysene,155_00_00_00_14,4100,UT
111277,Benzo(a)phenanthrene OR chrysene,155_00_00_00_14,4102,WISKI_NGL
490223,Benzo(a)phenanthrene OR chrysene,155_00_00_00_14,3226n2,WISKI_PGL
110592,Dibenzothiophenes-C2,4053_00_00_00_14,4102,WISKI_NGL
109672,Dibenzothiophenes-C2,4053_00_00_00_14,10366,WISKI_NGML
1372,Dibenzothiophenes-C2,4053_00_00_00_14,3670,WISKI_NGL
628,Dibenzothiophenes-C2,4053_00_00_00_14,4081,WISKI_NGL
7451,Dibenzothiophenes-C2,4053_00_00_00_14,692,WISKI_NGML
7448,Benzo(a)anthracenes/chrysenes-C2,4066_00_00_00_14,692,WISKI_NGML
629,Benzo(a)anthracenes/chrysenes-C2,4066_00_00_00_14,4081,WISKI_NGL
630,"Benzo(b,k)fluoranthenes/benzo(a)pyrenes-C2",4067_00_00_00_14,4081,WISKI_NGL
631,Dicamba,134_00_00_00_14,3408d1,WISKI_NGL
9164,Dicamba,134_00_00_00_14,687,WISKI_NGL
1734,Dicamba,134_00_00_00_14,247,WISKI_NGL
93041,Dicamba,134_00_00_00_14,1766,UT
5477,Dicamba,134_00_00_00_14,3216,WISKI_NGL
5367,Dicamba,134_00_00_00_14,303,WISKI_NGL
103641,Dicamba,134_00_00_00_14,3002,WISKI_NGL
102174,Dicamba,134_00_00_00_14,2865,WISKI_NGL
100680,Dicamba,134_00_00_00_14,2721,UT
